"Name","First Name","Last Name","Title / Role","Email","Phone","Website","Address","City","State","Country","Industry","Description","LinkedIn","Twitter / X","Facebook","Instagram","Year Founded","Employees","Revenue","Source URL","Notes","Region","Services","Accreditations","Latitude","Longitude","Last Verified"
"Beaumont Electrical Services Team Ltd","N/A","N/A","N/A","beaumont.electrical.services@gmail.com","N/A","N/A","58 Hawes Road, Walsall","Walsall","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.5702491925926","-1.9768657333333328","2026-05-18"
"Bedoya Electrical LTD","N/A","N/A","N/A","info@bedoyaelectrical.com","02031678729 / 07498320285","https://www.bedoyaelectrical.com","Suite 46, 101 Clapham High Street,, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.462820536666676","-0.13449359666666666","2026-05-18"
"Belectrix Ltd","N/A","N/A","N/A","N/A","N/A","N/A","118A Cottonmill Lane, St Albans","St Albans","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.73678853999999","-0.330470764","2026-05-18"
"Bellsons London Ltd","N/A","N/A","N/A","info@bellsons.co.uk","02035 836443","https://www.bellsons.co.uk","7, Bell Yard,, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.51429118727275","-0.11171276545454537","2026-05-18"
"Benco Electrical Services","N/A","N/A","N/A","N/A","N/A","N/A","43 Windsor Road, Town Moor, Doncaster","Doncaster","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.527669238181815","-1.1158663999999998","2026-05-18"
"Bennet Baldwin Ltd","N/A","N/A","N/A","Walidkarwani@gmail.com","07966 666350","https://www.bennetbaldwin.co.uk","14 Manchester Square, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.51659460833333","-0.15288930833333333","2026-05-18"
"BES Electric Company Ltd","N/A","N/A","N/A","contact@beselectric.co.uk","07864 030871","https://www.beselectric.co.uk","23 Holly Copse, Stevenage","Stevenage","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.900228364516124","-0.18947395483870969","2026-05-18"
"Besafe Electric Ltd","N/A","N/A","N/A","info@besafeelectric.co.uk","02080 504542","https://www.besafeelectric.co.uk","Suit 203 Oceanair House, 750-760 High Road ,, Leytonstone","Leytonstone","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.570278545588245","0.014584220588235289","2026-05-18"
"Best Electric Solutions Ltd","N/A","N/A","N/A","bobby9dec@hotmail.com","N/A","https://www.bestelectricsolutions.co.uk","61 Cranley Drive, Ilford","Ilford","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.57109450517239","0.08128662586206893","2026-05-18"
"Best Electrical Service Team","N/A","N/A","N/A","helpdesk@bestelec.co.uk","01438 743800","N/A","Unit 9, The IO Centre, Whittle Way, Arlington Business Park, Stevenage","Stevenage","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.88963047916665","-0.20573502499999996","2026-05-18"
"Bestfix Support 2 Go Ltd","N/A","N/A","N/A","N/A","N/A","https://www.bestfix.co.uk","41 Skylines Village, Limeharbour, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.49922382121211","-0.012715930303030304","2026-05-18"
"Better Living Electrical Contractors","N/A","N/A","N/A","Betterlivingltd@hotmail.co.uk","07983 719486","N/A","10 Tees Road, Chelmsford","Chelmsford","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.749847984615386","0.47994073538461557","2026-05-18"
"BGreenn Limited","N/A","N/A","N/A","admin@bgreenn.co.uk","03330 090848","https://www.bgreenn.co.uk","Unit 1 Wainwright Court, Canterbury Street, Blackburn","Blackburn","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.74362074","-2.4886149800000004","2026-05-18"
"Bickerton Electrical Services","N/A","N/A","N/A","N/A","N/A","N/A","3 Onslow Road, Southsea, Portsmouth","Portsmouth","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","50.78178338181818","-1.0818697363636363","2026-05-18"
"Billy Black Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","36 Matthews Drive, Perth","Perth","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.41325593536583","-3.473399798780489","2026-05-18"
"Birmingham Electrical Installations Ltd","N/A","N/A","N/A","kelvin@birmingham-electrical.com","01218203644 / 07910192697","https://www.Birmingham-electrical.com","11 St Paul's Square, Grosvenor House, Birmingham","Birmingham","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.48572873506492","-1.9047603246753253","2026-05-18"
"Black Isle Renewables Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Riverside Industrial Estate, Craig Road, Dingwall","Dingwall","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","57.59971599642857","-4.428668832142857","2026-05-18"
"BLF Engineering","N/A","N/A","N/A","Bfish@BLFEngineering.com","07552 555656","https://www.BLFEngineering.com","31 Meynell Walk, Netherton, Peterborough","Peterborough","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.58102849038463","-0.27256146153846156","2026-05-18"
"Blinkey Property Solutions Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Blink Group, 2c Royal Victoria Place, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.50526101764709","0.026730738235294118","2026-05-18"
"Blounts Electrical Services Limited","N/A","N/A","N/A","info@blountselectrical.co.uk","07949197365 / 01733462652","https://www.blountselectricalservices.co.uk","37 Second Drove Industrial Estate, Fengate, Peterborough","Peterborough","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.56935099466667","-0.21908623866666674","2026-05-18"
"Blue Sun Energy","N/A","N/A","N/A","N/A","N/A","N/A","Rutland House, 23-25 Friars, Lane, Leicester","Leicester","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","52.633387099999986","-1.1359601999999998","2026-05-18"
"BlueApe Limited t/a Blue Ape Renewables","N/A","N/A","N/A","info@blueaperenewables.co.uk","01514 524085","https://www.blueaperenewables.co.uk","1 Mann Island, 3rd Floor, Liverpool","Liverpool","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.40370529780221","-2.9933726329670294","2026-05-18"
"BM Electrical South East Ltd","N/A","N/A","N/A","debbie@bmelec.co.uk","07557 788424","N/A","8 Belgrove, Tunbridge Wells, Tunbridge Wells","Tunbridge Wells","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.127470105263164","0.26284808421052624","2026-05-18"
"BMES (Scotland) Ltd","N/A","N/A","N/A","info@bmes-scotland.co.uk","01324 430140","https://www.bmesscotland.co.uk","33 Broomhill Road, Bonnybridge","Bonnybridge","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.99624304444444","-3.8812361999999996","2026-05-18"
"BMM Networks Ltd","N/A","N/A","N/A","ryan.ramsey@bmmnetworks.co.uk","07464 663072","https://www.bbmnetworks.co.uk","Seebeck House, 1 Seebeck Place, Milton Keynes","Milton Keynes","South East","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial","OZEV authorised","52.02653921621622","-0.7736705621621621","2026-05-18"
"BNKK Ltd T/A BNKK Electrical","N/A","N/A","N/A","info@bnkk.co.uk","02382 444501","https://www.bnkk.co.uk","8 High Street,, Southampton","Southampton","N/A","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","N/A","Commercial; Residential","OZEV authorised","50.90216885","-1.4037586531250001","2026-05-18"
"Bond Electrics Ltd","N/A","N/A","N/A","info@bondelectrics.co.uk","07983 008007","https://www.bondelectrics.co.uk","Flat 43 Norbiton Hall, London Road, Kingston upon Thames","Kingston upon Thames","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.4118353764706","-0.2908490235294119","2026-05-18"
"Bonnet Electrical Ltd t/a Alva Car Charging","N/A","N/A","N/A","N/A","N/A","N/A","24 Furneaux Road, Plymouth, Devon","Devon","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.38797145882353","-4.159804205882353","2026-05-18"
"Border All Trades Ltd","N/A","N/A","N/A","enquiries@borderalltrades.co.uk","01896 493193","https://www.borderalltrades.co.uk","Thorncroft, Blainslie, Galashiels","Galashiels","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.685167950000015","-2.7228856184210533","2026-05-18"
"Botfield electrical Ltd","N/A","N/A","N/A","ashley@botelectrical.co.uk","07808 152982","https://www.botelectrical.co.uk","7 Cottingham Drive, Lincoln","Lincoln","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","53.24466432258063","-0.5224420903225807","2026-05-18"
"Bowler Environmental Electrical Systems Ltd","N/A","N/A","N/A","solar@bowller.co.uk","07546 085007","https://www.bowllersolar.co.uk","Salisbury House 2-3 Salisbury Villas, Cambridge","Cambridge","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.19494675","0.13373515000000002","2026-05-18"
"Bowling Garrard Electrical Ltd","N/A","N/A","N/A","sales@bowlinggarrard.co.uk","01206 542285","N/A","1a Crowhurst Road, Colchester","Colchester","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.88870638888889","0.8923587111111111","2026-05-18"
"Box 123 Ltd t/a Electrician 2U","N/A","N/A","N/A","admin@electrician2u.co.uk","07740 361326","https://www.electrician2u.co.uk","Suite 37 The Plex, 15 Margate Street, Wakefield","Wakefield","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.68676394166667","-1.505434729166667","2026-05-18"
"BP Pulse","N/A","N/A","N/A","cpst-bppulse@bp.com","01582 400331","https://www.bppulse.co.uk","Breckland, Linford Wood, Milton Keynes, Buckinghamshire","Buckinghamshire","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","52.0578588","-0.76609835","2026-05-18"
"BR Electrical Contractors Ltd","N/A","N/A","N/A","bradley@brelectrical.info","07900 952637","N/A","41 Harborough Road, Bedford Place,, Southampton","Southampton","N/A","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","N/A","Commercial; Residential","OZEV authorised","50.91303466249999","-1.4105110125","2026-05-18"
"Bradbury Electrical Contractors Ltd T/A Bradbury Electrical","N/A","N/A","N/A","installations@bradburyelectrical.co.uk","01273 206207","N/A","Unit 8, Centenary Industrial Estate, Highes Road, Brighton","Brighton","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","50.83781463333333","-0.1294266","2026-05-18"
"Bright Electrical Contractors N.W Ltd","N/A","N/A","N/A","N/A","N/A","N/A","11 Maes Gwyrdd, Stansty Walks, Gwersyllt, Wrexham","Wrexham","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","53.06511987636364","-3.018364358181817","2026-05-18"
"Bristol City Electrical Ltd T/A BCE","N/A","N/A","N/A","N/A","N/A","N/A","25 Doudney Court, William Street, Bristol","Bristol","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.44442059999994","-2.590164200000002","2026-05-18"
"British Gas Services LTD","N/A","N/A","N/A","OLEV@britishgas.co.uk","07769 547359","N/A","New Bridge House Leeds City Office Park, Leeds","Leeds","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.790046489552246","-1.5437851537313432","2026-05-18"
"Broadley and Hazell Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Rear of 29 Craven Street, Harrogate","Harrogate","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","54.00210198","-1.53657852","2026-05-18"
"Brolec Electrical Services Ltd","N/A","N/A","N/A","N/A","N/A","N/A","43 Parc Starling, Johnstown, Carmarthenshire","Carmarthenshire","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.8530630876923","-4.329851198461538","2026-05-18"
"Brooks Electrical Surrey","N/A","N/A","N/A","info@brookselectricalcontractors.com","02071015082 / 07825432986","https://www.brookselectricalcontractors.com","2 Neville Road, Richmond","Richmond","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.439401409999995","-0.31677378","2026-05-18"
"Brooktech Maintenance Services Ltd","N/A","N/A","N/A","james@brooktechmaintenance.com","07766 484246","https://www.brooktechmaintenance.com","Unit 17.2 Meadow Ind Est, Water Street, Stockport","Stockport","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.417739532812504","-2.152856875","2026-05-18"
"BS Electrician (UK) Limited T/A BS Electrician","N/A","N/A","N/A","bselectricianuk@hotmail.com","07898 250464","https://www.bselectricianuk.co.uk","17 Rockmount Road, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.48488724390245","0.1015354268292683","2026-05-18"
"Bu Energy Solutions Ltd","N/A","N/A","N/A","admin@buenergysolutions.co.uk","N/A","https://www.buenergysolutions.co.uk","Unit 3 St Phillips Trade Centre, Albert Road, Bristol","Bristol","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.444623179999994","-2.56773812","2026-05-18"
"Built to Last Building Solutions","N/A","N/A","N/A","N/A","N/A","N/A","6 Radstock Walk, Walker, Newcastle upon Tyne","Newcastle upon Tyne","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.96490274999999","-1.5632451583333333","2026-05-18"
"Bulldog Electrical Ltd T/A Bulldog Electrical","N/A","N/A","N/A","connor@bulldogelectrical.uk","01634 944145","https://www.bulldogelectrical.uk/","79 St Williams Way, Rochester","Rochester","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.373926425","0.5090249200000001","2026-05-18"
"Bundy's Electrical & Safety Testing Ltd T/A BEST Ltd","N/A","N/A","N/A","david@bundys.co.uk","03333 051576","N/A","5 Beeston Pathway, Handbridge, Chester","Chester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.17970086363636","-2.8811040727272723","2026-05-18"
"Burbidge Electrical","N/A","N/A","N/A","N/A","N/A","N/A","5 St Nicholas Close, Winsley, Bradford on Avon","Bradford on Avon","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.348401775862094","-2.288929489655172","2026-05-18"
"Burley and Elsom Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Great Northern House, Great Northern Terrace, Lincoln","Lincoln","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","53.22472758906252","-0.5274398124999997","2026-05-18"
"Business Electrical Ltd","N/A","N/A","N/A","jon@businesselectrical.co.uk","07436 167485","https://www.businesselectrical.co.uk/","1A Barton Road, Bristol","Bristol","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.46042024","-2.5769029100000003","2026-05-18"
"Butler Electrical Services","N/A","N/A","N/A","N/A","N/A","N/A","118 Barnsley Street, Springfield, Wigan","Wigan","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.555308621276595","-2.64223115319149","2026-05-18"
"C & C Wales Electrical Solutions Ltd","N/A","N/A","N/A","candcwales@btinternet.com","01492 582802","https://www.candcwaleselectrical.co.uk","56 St. Georges Drive, Deganwy, Conwy","Conwy","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","53.28832966666667","-3.8144957","2026-05-18"
"C G H Electrical Services","N/A","N/A","N/A","cghelectrical@hotmail.com","07792 925516","https://www.cghelectricalservices.co.uk","51 Honeylees Drive, Tweedbank","Tweedbank","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.60530925584415","-2.7691865129870123","2026-05-18"
"C J Electrical (Dundee)","N/A","N/A","N/A","N/A","N/A","N/A","Unit 7 alexander Street, Dundee","Dundee","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.47008647291664","-2.9678128041666674","2026-05-18"
"C M Ward Ltd","N/A","N/A","N/A","callum@cmwardltd.co.uk","01156 976003","https://www.cmwardltd.co.uk","Unit 1 Meadow Court, Nottingham","Nottingham","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","52.945008255555564","-1.1297990777777778","2026-05-18"
"C&B Electrical Contractors","N/A","N/A","N/A","info@candb-electrical.co.uk","01908 579461","N/A","Unit 311, Hayley Court,, Linford Wood","Linford Wood","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","52.05963901894737","-0.7632981231578948","2026-05-18"
"C&S Instrument Services Ltd (T/A CSI Technical)","N/A","N/A","N/A","ianm@csitechnical.co.uk","07393 977010","https://www.kentkraftgroup.com","Unit 26 Victory Park, Medway City Estate, Rochester","Rochester","South East","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial","OZEV authorised","51.39507535142858","0.5147638171428572","2026-05-18"
"C.M. Electrical Services (Hereford) Limited","N/A","N/A","N/A","cmelectrical@outlook.com","01432278252 / 07968024154","https://www.cmelectricalservices.com","10 Dormington Drive, Hereford","Hereford","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.05676355121952","-2.691844853658537","2026-05-18"
"Cablecom Electrical Ltd","N/A","N/A","N/A","mail@cablecom-ltd.com","01316 569151","https://www.cablecom-ltd.com","8 Abbeyhill, Edinburgh","Edinburgh","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.95582322","-3.16970702","2026-05-18"
